Stejneger's Petrel,Pterodroma longirostris
Stejneger's Scoter,Melanitta stejnegeri
Stella's Lorikeet,Charmosyna stellae
Steller's Eider,Polysticta stelleri
Steller's Jay,Cyanocitta stelleri
Steller's Sea Eagle,Haliaeetus pelagicus
Stephan's Emerald Dove,Chalcophaps stephani
Stephen's Lorikeet,Vini stepheni
Steppe Eagle,Aquila nipalensis
Stierling's Woodpecker,Dendropicos stierlingi
Stierling's Wren-Warbler,Calamonastes stierlingi
Stiles's Tapaculo,Scytalopus stilesi
Stilt Sandpiper,Calidris himantopus
Stitchbird,Notiomystis cincta
Stock Dove,Columba oenas
Stolid Flycatcher,Myiarchus stolidus
Stone Partridge,Ptilopachus petrosus
Stork-billed Kingfisher,Pelargopsis capensis
Storm's Stork,Ciconia stormi
Stout Cisticola,Cisticola robustus
Stout-billed Cinclodes,Cinclodes excelsior
Stout-billed Cuckooshrike,Coracina caeruleogrisea
Straight-billed Earthcreeper,Ochetorhynchus ruficaudus
Straight-billed Hermit,Phaethornis bourcieri
Straight-billed Reedhaunter,Limnoctites rectirostris
Straight-billed Woodcreeper,Dendroplex picus
Straneck's Tyrannulet,Serpophaga griseicapilla
Strange Weaver,Ploceus alienus
Strange-tailed Tyrant,Alectrurus risora
Straw-backed Tanager,Stilpnia argyrofenges
Straw-headed Bulbul,Pycnonotus zeylanicus
Straw-necked Ibis,Threskiornis spinicollis
Straw-tailed Whydah,Vidua fischeri
Streak-backed Antshrike,Thamnophilus insignis
Streak-backed Canastero,Asthenes wyatti
Streak-backed Oriole,Icterus pustulatus
Streak-backed Tit-Spinetail,Leptasthenura striata
Streak-breasted Bulbul,Hypsipetes siquijorensis
Streak-breasted Fantail,Rhipidura dedemi
Streak-breasted Honeyeater,Territornis reticulata
Streak-breasted Scimitar Babbler,Pomatorhinus ruficollis
Streak-breasted Treehunter,Thripadectes rufobrunneus
Streak-breasted Woodpecker,Picus viridanus
Streak-capped Antwren,Terenura maculata
Streak-capped Spinetail,Cranioleuca hellmayri
Streak-capped Treehunter,Thripadectes virgaticeps
Streak-chested Antpitta,Hylopezus perspicillatus
Streak-crowned Antvireo,Dysithamnus striaticeps
Streak-crowned Mountain Tanager,Dubusia stictocephala
Streak-eared Bulbul,Pycnonotus conradi
Streak-fronted Thornbird,Phacellodomus striaticeps
Streak-headed Antbird,Drymophila striaticeps
Streak-headed Honeyeater,Pycnopygius stictocephalus
Streak-headed Mannikin,Mayrimunia tristissima
Streak-headed White-eye,Heleia squamiceps
Streak-headed Woodcreeper,Lepidocolaptes souleyetii
Streak-necked Flycatcher,Mionectes striaticollis
Streak-throated Barwing,Actinodura waldeni
Streak-throated Bush Tyrant,Myiotheretes striaticollis
Streak-throated Canastero,Asthenes humilis
Streak-throated Hermit,Phaethornis rupurumii
Streak-throated Swallow,Petrochelidon fluvicola
Streak-throated Woodpecker,Picus xanthopygaeus
Streaked Barwing,Actinodura souliei
Streaked Berrypecker,Melanocharis striativentris
Streaked Bowerbird,Amblyornis subalaris
Streaked Bulbul,Ixos malaccensis
Streaked Dacnis,Xenodacnis petersi
Streaked Flycatcher,Myiodynastes maculatus
Streaked Laughingthrush,Trochalopteron lineatum
Streaked Rosefinch,Carpodacus rubicilloides
Streaked Saltator,Saltator striatipectus
Streaked Scrub Warbler,Scotocerca inquieta
Streaked Shearwater,Calonectris leucomelas
Streaked Spiderhunter,Arachnothera magna
Streaked Tuftedcheek,Pseudocolaptes boissonneautii
Streaked Weaver,Ploceus manyar
Streaked Wren-Babbler,Gypsophila brevicaudata
Streaked Xenops,Xenops rutilans
Streaky Seedeater,Crithagra striolata
Streaky-breasted Flufftail,Sarothrura boehmi
Streaky-breasted Spiderhunter,Arachnothera affinis
Streaky-headed Seedeater,Crithagra gularis
Streamer-tailed Tyrant,Gubernetes yetapa
Stresemann's Bristlefront,Merulaxis stresemanni
Stresemann's Bushcrow,Zavattariornis stresemanni
Striated Antbird,Drymophila devillei
Striated Antthrush,Chamaeza nobilis
Striated Babbler,Argya earlei
Striated Bulbul,Alcurus striatus
Striated Caracara,Phalcoboenus australis
Striated Earthcreeper,Geocerthia serrana
Striated Fieldwren,Calamanthus fuliginosus
Striated Grassbird,Megalurus palustris
Striated Grasswren,Amytornis striatus
Striated Heron,Butorides striata
Striated Laughingthrush,Grammatoptila striata
Striated Lorikeet,Synorhacma multistriata
Striated Pardalote,Pardalotus striatus
Striated Softtail,Thripophaga macroura
Striated Starling,Aplonis striata
Striated Swallow,Cecropis striolata
Striated Thornbill,Acanthiza lineata
Striated Wren-Babbler,Ptilocichla mindanensis
Striated Yuhina,Staphida castaniceps
Strickland's Woodpecker,Leuconotopicus stricklandi
Striolated Bunting,Emberiza striolata
Striolated Manakin,Machaeropterus striolatus
Striolated Tit-Spinetail,Leptasthenura striolata
Stripe-backed Antbird,Myrmorchilus strigilatus
Stripe-backed Bittern,Ixobrychus involucris
Stripe-backed Wren,Campylorhynchus nuchalis
Stripe-billed Aracari,Pteroglossus sanguineus
Stripe-breasted Rhabdornis,Rhabdornis inornatus
Stripe-breasted Seedeater,Crithagra striatipectus
Stripe-breasted Spinetail,Synallaxis cinnamomea
Stripe-breasted Starthroat,Heliomaster squamosus
Stripe-breasted Tit,Melaniparus fasciiventer
Stripe-breasted Woodpecker,Dendrocopos atratus
Stripe-breasted Wren,Cantorchilus thoracicus
Stripe-cheeked Greenbul,Arizelocichla milanjensis
Stripe-cheeked Woodpecker,Piculus callopterus
Stripe-chested Antwren,Myrmotherula longicauda
Stripe-crowned Spinetail,Cranioleuca pyrrhophia
Stripe-faced Greenbul,Arizelocichla striifacies
Stripe-faced Wood Quail,Odontophorus balliviani
Stripe-headed Antpitta,Grallaria andicolus
Stripe-headed Rhabdornis,Rhabdornis mystacalis
Stripe-headed Sparrow,Peucaea ruficauda
Stripe-necked Tody-Tyrant,Hemitriccus striaticollis
Stripe-tailed Hummingbird,Eupherusa eximia
Stripe-tailed Yellow Finch,Sicalis citrina
Stripe-throated Bulbul,Pycnonotus finlaysoni
Stripe-throated Hermit,Phaethornis striigularis
Stripe-throated Jery,Neomixis striatigula
Stripe-throated Wren,Cantorchilus leucopogon
Stripe-throated Yuhina,Yuhina gularis
Striped Crake,Aenigmatolimnas marginalis
Striped Cuckoo,Tapera naevia
Striped Flowerpecker,Dicaeum aeruginosum
Striped Flufftail,Sarothrura affinis
Striped Honeyeater,Plectorhyncha lanceolata
Striped Kingfisher,Halcyon chelicuti
Striped Laughingthrush,Trochalopteron virgatum
Striped Owl,Asio clamator
Striped Pipit,Anthus lineiventris
Striped Prinia,Prinia striata
Striped Sparrow,Oriturus superciliosus
Striped Treehunter,Thripadectes holostictus
Striped Woodcreeper,Xiphorhynchus obsoletus
Striped Woodpecker,Veniliornis lignarius
Striped Wren-Babbler,Kenopia striata
Strong-billed Honeyeater,Melithreptus validirostris
Strong-billed Woodcreeper,Xiphocolaptes promeropirhynchus
Stub-tailed Antbird,Sipia berlepschi
Stub-tailed Spadebill,Platyrinchus cancrominus
Stubble Quail,Coturnix pectoralis
Stuhlmann's Starling,Poeoptera stuhlmanni
Styan's Bulbul,Pycnonotus taivanus
Styan's Grasshopper Warbler,Helopsaltes pleskei
Stygian Owl,Asio stygius
Subantarctic Shearwater,Puffinus elegans
Subantarctic Snipe,Coenocorypha aucklandica
Subdesert Brush Warbler,Nesillas lantzii
Subdesert Mesite,Monias benschi
Subtropical Cacique,Cacicus uropygialis
Subtropical Doradito,Pseudocolopteryx acutipennis
Subtropical Pygmy Owl,Glaucidium parkeri
Sucre Antpitta,Grallaricula cumanensis
Sudan Golden Sparrow,Passer luteus
Suiriri Flycatcher,Suiriri suiriri
Sula Cicadabird,Edolisoma sula
Sula Cuckoo-Dove,Turacoena sulaensis
Sula Dwarf Kingfisher,Ceyx wallacii
Sula Fruit Dove,Ptilinopus mangoliensis
Sula Golden Bulbul,Hypsipetes longirostris
Sula Hanging Parrot,Loriculus sclateri
Sula Jungle Flycatcher,Cyornis colonus
Sula Lorikeet,Saudareos flavoviridis
Sula Megapode,Megapodius bernsteinii
Sula Pitta,Erythropitta dohertyi
Sula Scops Owl,Otus sulaensis
Sulawesi Babbler,Pellorneum celebense
Sulawesi Blue Flycatcher,Cyornis omissus
Sulawesi Bush Warbler,Locustella castanea
Sulawesi Cicadabird,Edolisoma morio
Sulawesi Cuckoo,Cuculus crassirostris
Sulawesi Drongo,Dicrurus montanus
Sulawesi Dwarf Kingfisher,Ceyx fallax
Sulawesi Fantail,Rhipidura teysmanni
Sulawesi Goshawk,Accipiter griseiceps
Sulawesi Ground Dove,Gallicolumba tristigmata
Sulawesi Hawk-Eagle,Nisaetus lanceolatus
Sulawesi Hornbill,Rhabdotorrhinus exarhatus
Sulawesi Leaf Warbler,Phylloscopus nesophilus
Sulawesi Lilac Kingfisher,Cittura cyanotis
Sulawesi Masked Owl,Tyto rosenbergii
Sulawesi Myna,Basilornis celebensis
Sulawesi Myzomela,Myzomela chloroptera
Sulawesi Nightjar,Caprimulgus celebensis
Sulawesi Pitta,Erythropitta celebensis
Sulawesi Pygmy Woodpecker,Yungipicus temminckii
Sulawesi Scops Owl,Otus manadensis
Sulawesi Serpent Eagle,Spilornis rufipectus
Sulawesi Streaked Flycatcher,Muscicapa sodhii
Sulawesi Swiftlet,Aerodramus sororum
Sulawesi Thrush,Turdus turdoides
Sulawesi Woodcock,Scolopax celebensis
Sulphur-bearded Reedhaunter,Limnoctites sulphuriferus
Sulphur-bellied Bulbul,Iole palawanensis
Sulphur-bellied Flycatcher,Myiodynastes luteiventris
Sulphur-bellied Tyrannulet,Mecocerculus minor
Sulphur-bellied Tyrant-Manakin,Neopelma sulphureiventer
Sulphur-bellied Warbler,Phylloscopus griseolus
Sulphur-billed Nuthatch,Sitta oenochlamys
Sulphur-breasted Myzomela,Myzomela jugularis
Sulphur-breasted Parakeet,Aratinga maculata
Sulphur-breasted Warbler,Phylloscopus ricketti
Sulphur-crested Cockatoo,Cacatua galerita
Sulphur-rumped Myiobius,Myiobius sulphureipygius
Sulphur-rumped Tanager,Heterospingus rubrifrons
Sulphur-throated Finch,Sicalis taczanowskii
Sulphur-vented Whistler,Pachycephala sulfuriventer
Sulphur-winged Parakeet,Pyrrhura hoffmanni
Sulphury Flycatcher,Tyrannopsis sulphurea
Sultan Tit,Melanochlora sultanea
Sultan's Cuckoo-Dove,Macropygia doreya
Sulu Bleeding-heart,Gallicolumba menagei
Sulu Boobook,Ninox reyi
Sulu Hornbill,Anthracoceros montani
Sulu Jungle Flycatcher,Cyornis ocularis
Sulu Pygmy Woodpecker,Yungipicus ramsayi
Sumatran Babbler,Pellorneum buettikoferi
Sumatran Blue Robin,Myiomela sumatrana
Sumatran Bulbul,Ixos sumatranus
Sumatran Cochoa,Cochoa beccarii
Sumatran Drongo,Dicrurus sumatranus
Sumatran Flowerpecker,Dicaeum beccarii
Sumatran Frogmouth,Batrachostomus poliolophus
Sumatran Green Pigeon,Treron oxyurus
Sumatran Ground Cuckoo,Carpococcyx viridis
Sumatran Laughingthrush,Garrulax bicolor
Sumatran Leafbird,Chloropsis media
Sumatran Partridge,Arborophila sumatrana
Sumatran Shortwing,Brachypteryx saturata
Sumatran Treepie,Dendrocitta occipitalis
Sumatran Trogon,Apalharpactes mackloti
Sumatran Woodpecker,Picus dedemi
Sumatran Wren-Babbler,Napothera albostriata
Sumba Boobook,Ninox rudolfi
Sumba Brown Flycatcher,Muscicapa segregata
Sumba Buttonquail,Turnix everetti
Sumba Eclectus,Eclectus cornelia
Sumba Flycatcher,Ficedula harterti
Sumba Green Pigeon,Treron teysmannii
Sumba Hornbill,Rhyticeros everetti
Sumba Jungle Flycatcher,Eumyias stresemanni
Sumba Myzomela,Myzomela dammermani
Sumichrast's Wren,Hylorchilus sumichrasti
Summer Tanager,Piranga rubra
Sun Lark,Galerida modesta
Sun Parakeet,Aratinga solstitialis
Sunbittern,Eurypyga helias
Sunda Blue Flycatcher,Cyornis caerulatus
Sunda Collared Dove,Streptopelia bitorquata
Sunda Coucal,Centropus nigrorufus
Sunda Cuckoo,Cuculus lepidus
Sunda Cuckooshrike,Coracina larvata
Sunda Forktail,Enicurus velatus
Sunda Frogmouth,Batrachostomus cornutus
Sunda Laughingthrush,Garrulax palliatus
Sunda Minivet,Pericrocotus miniatus
Sunda Owlet,Taenioptynx sylvaticus
Sunda Pygmy Woodpecker,Yungipicus moluccensis
Sunda Scimitar Babbler,Pomatorhinus bornensis
Sunda Scops Owl,Otus lempiji
Sunda Teal,Anas gibberifrons
Sunda Thrush,Zoothera andromedae
Sunda Warbler,Phylloscopus grammiceps
Sunda Zebra Finch,Taeniopygia guttata
Sungrebe,Heliornis fulica
Sunset Lorikeet,Trichoglossus forsteni
Superb Fairywren,Malurus cyaneus
Superb Fruit Dove,Ptilinopus superbus
Superb Lyrebird,Menura novaehollandiae
Superb Parrot,Polytelis swainsonii
Superb Pitta,Pitta superba
Superb Starling,Lamprotornis superbus
Superb Sunbird,Cinnyris superbus
Superciliaried Hemispingus,Thlypopsis superciliaris
Superciliated Wren,Cantorchilus superciliaris
Supertramp Fantail,Rhipidura semicollaris
Surf Scoter,Melanitta perspicillata
Surfbird,Calidris virgata
Surucua Trogon,Trogon surrucura
Swahili Sparrow,Passer suahelicus
Swainson's Flycatcher,Myiarchus swainsoni
Swainson's Hawk,Buteo swainsoni
Swainson's Sparrow,Passer swainsonii
Swainson's Spurfowl,Pternistis swainsonii
Swainson's Thrush,Catharus ustulatus
Swainson's Warbler,Limnothlypis swainsonii
Swallow Tanager,Tersina viridis
Swallow-tailed Bee-eater,Merops hirundineus
Swallow-tailed Cotinga,Phibalura flavirostris
Swallow-tailed Gull,Creagrus furcatus
Swallow-tailed Hummingbird,Eupetomena macroura
Swallow-tailed Kite,Elanoides forficatus
Swallow-tailed Nightjar,Uropsalis segmentata
Swallow-winged Puffbird,Chelidoptera tenebrosa
Swamp Boubou,Laniarius bicolor
Swamp Flycatcher,Muscicapa aquatica
Swamp Francolin,Ortygornis gularis
Swamp Grass Babbler,Laticilla cinerascens
Swamp Harrier,Circus approximans
Swamp Nightjar,Caprimulgus natalensis
Swamp Palm Bulbul,Thescelocichla leucopleura
Swamp Sparrow,Melospiza georgiana
Swan Goose,Anser cygnoides
Swee Waxbill,Coccopygia melanotis
Swierstra's Spurfowl,Pternistis swierstrai
Swift Parrot,Lathamus discolor
Swinhoe's Minivet,Pericrocotus cantonensis
Swinhoe's Pheasant,Lophura swinhoii
Swinhoe's Rail,Coturnicops exquisitus
Swinhoe's Snipe,Gallinago megala
Swinhoe's Storm Petrel,Hydrobates monorhis
Swinhoe's White-eye,Zosterops simplex
Sword-billed Hummingbird,Ensifera ensifera
Swynnerton's Robin,Swynnertonia swynnertoni
Sykes's Lark,Galerida deva
Sykes's Nightjar,Caprimulgus mahrattensis
Sykes's Warbler,Iduna rama
Syrian Serin,Serinus syriacus
Syrian Woodpecker,Dendrocopos syriacus
Szechenyi's Monal-Partridge,Tetraophasis szechenyii
Tablas Drongo,Dicrurus menagei
Tablas Fantail,Rhipidura sauli
Tacarcuna Chlorospingus,Chlorospingus tacarcunae
Tacarcuna Tapaculo,Scytalopus panamensis
Tacarcuna Warbler,Basileuterus tacarcunae
Tacarcuna Wood Quail,Odontophorus dialeucos
Tacazze Sunbird,Nectarinia tacazze
Tachira Antpitta,Grallaria chthonia
Taczanowski's Ground Tyrant,Muscisaxicola griseus
Taczanowski's Tinamou,Nothoprocta taczanowskii
Tagula Butcherbird,Cracticus louisiadensis
Tagula Honeyeater,Microptilotis vicina
Tagula Manucode,Manucodia alter
Tagula Shrikethrush,Colluricincla discolor
Tagula White-eye,Zosterops meeki
Tahiti Crake,Zapornia nigra
Tahiti Monarch,Pomarea nigra
Tahiti Petrel,Pseudobulweria rostrata
Tahiti Rail,Hypotaenidia pacifica
Tahiti Reed Warbler,Acrocephalus caffer
Tahiti Sandpiper,Prosobonia leucoptera
Tahiti Swiftlet,Aerodramus leucophaeus
Taiga Bean Goose,Anser fabalis
Taiga Flycatcher,Ficedula albicilla
Taita Apalis,Apalis fuscigularis
Taita Falcon,Falco fasciinucha
Taita Fiscal,Lanius dorsalis
Taita Thrush,Turdus helleri
Taita White-eye,Zosterops silvanus
Taiwan Bamboo Partridge,Bambusicola sonorivox
Taiwan Barbet,Psilopogon nuchalis
Taiwan Barwing,Actinodura morrisoniana
Taiwan Blue Magpie,Urocissa caerulea
Taiwan Bullfinch,Pyrrhula owstoni
Taiwan Bush Warbler,Locustella alishanensis
Taiwan Cupwing,Pnoepyga formosana
Taiwan Fulvetta,Fulvetta formosana
Taiwan Green Pigeon,Treron formosae
Taiwan Hwamei,Garrulax taewanus
Taiwan Partridge,Arborophila crudigularis
Taiwan Rosefinch,Carpodacus formosanus
Taiwan Scimitar Babbler,Pomatorhinus musicus
Taiwan Shortwing,Brachypteryx goodfellowi
Taiwan Thrush,Turdus niveiceps
Taiwan Vivid Niltava,Niltava vivida
Taiwan Whistling Thrush,Myophonus insularis
Taiwan Yuhina,Yuhina brunneiceps
Talamanca Hummingbird,Eugenes spectabilis
Talaud Bush-hen,Amaurornis magnirostris
Talaud Kingfisher,Todiramphus enigma
Talaud Rail,Gymnocrex talaudensis
Taliabu Bush Warbler,Locustella portenta
Taliabu Fantail,Rhipidura sulaensis
Taliabu Masked Owl,Tyto nigrobrunnea
Taliabu Myzomela,Myzomela wahe
Tamarugo Conebill,Conirostrum tamarugense
Tamaulipas Crow,Corvus imparatus
Tamaulipas Pygmy Owl,Glaucidium sanchezi
Tambourine Dove,Turtur tympanistria
Tan-capped Catbird,Ailuroedus geislerorum
Tana River Cisticola,Cisticola restrictus
Tanager Finch,Oreothraupis arremonops
Tanahjampea Monarch,Symposiachrus everetti
Tanimbar Boobook,Ninox forbesi
Tanimbar Bush Warbler,Horornis carolinae
Tanimbar Corella,Cacatua goffiniana
Tanimbar Cuckoo-Dove,Macropygia timorlaoensis
Tanimbar Eclectus,Eclectus riedeli
Tanimbar Flycatcher,Ficedula riedeli
Tanimbar Friarbird,Philemon plumigenis
Tanimbar Megapode,Megapodius tenimberensis
Tanimbar Monarch,Carterornis castus
Tanimbar Oriole,Oriolus decipiens
Tanimbar Starling,Aplonis crassa
Tanna Fruit Dove,Ptilinopus tannensis
Tanna Ground Dove,Pampusana ferruginea
Tanzanian Illadopsis,Illadopsis distans
Tanzanian Masked Weaver,Ploceus reichardi
Tanzanian Red-billed Hornbill,Tockus ruahae
Tapajos Antpitta,Myrmothera subcanescens
Tapajos Fire-eye,Pyriglena similis
Tapajos Hermit,Phaethornis aethopygus
Tapajos Scythebill,Campylorhamphus probatus
Tarim Babbler,Rhopophilus albosuperciliaris
Tasman Starling,Aplonis fusca
Tasmanian Boobook,Ninox leucopsis
Tasmanian Nativehen,Tribonyx mortierii
Tasmanian Scrubwren,Sericornis humilis
Tasmanian Thornbill,Acanthiza ewingii
Tatama Tapaculo,Scytalopus alvarezlopezi
Tataupa Tinamou,Crypturellus tataupa
Taveta Weaver,Ploceus castaneiceps
Taveuni Silktail,Lamprolia victoriae
Tawitawi Brown Dove,Phapitreron cinereiceps
Tawny Antpitta,Grallaria quitensis
Tawny Eagle,Aquila rapax
Tawny Fish Owl,Ketupa flavipes
Tawny Frogmouth,Podargus strigoides
Tawny Grassbird,Cincloramphus timoriensis
Tawny Owl,Strix aluco
Tawny Pipit,Anthus campestris
Tawny Straightbill,Timeliopsis griseigula
Tawny Tit-Spinetail,Sylviorthorhynchus yanacensis
Tawny-backed Fantail,Rhipidura superflua
Tawny-bellied Babbler,Dumetia hyperythra
Tawny-bellied Hermit,Phaethornis syrmatophorus
Tawny-bellied Screech Owl,Megascops watsonii
Tawny-bellied Seedeater,Sporophila hypoxantha
Tawny-breasted Honeyeater,Xanthotis flaviventer
Tawny-breasted Myiobius,Myiobius villosus
Tawny-breasted Parrotfinch,Erythrura hyperythra
Tawny-breasted Tinamou,Nothocercus julius
Tawny-breasted Wren-Babbler,Spelaeornis longicaudatus
Tawny-browed Owl,Pulsatrix koeniswaldiana
Tawny-capped Euphonia,Euphonia anneae
Tawny-chested Flycatcher,Aphanotriccus capitalis
Tawny-collared Nightjar,Antrostomus salvini
Tawny-crested Tanager,Tachyphonus delatrii
Tawny-crowned Greenlet,Tunchiornis ochraceiceps
Tawny-crowned Honeyeater,Gliciphila melanops
Tawny-faced Gnatwren,Microbates cinereiventris
Tawny-faced Quail,Rhynchortyx cinctus
Tawny-flanked Prinia,Prinia subflava
Tawny-headed Swallow,Alopochelidon fucata
Tawny-rumped Tyrannulet,Phyllomyias uropygialis
Tawny-shouldered Blackbird,Agelaius humeralis
Tawny-throated Dotterel,Oreopholus ruficollis
Tawny-throated Leaftosser,Sclerurus mexicanus
Tawny-tufted Toucanet,Selenidera nattereri
Tawny-winged Woodcreeper,Dendrocincla anabatina
Teardrop White-eye,Rukia ruki
Temminck's Babbler,Pellorneum pyrrogenys
Temminck's Courser,Cursorius temminckii
Temminck's Lark,Eremophila bilopha
Temminck's Seedeater,Sporophila falcirostris
Temminck's Stint,Calidris temminckii
Temminck's Sunbird,Aethopyga temminckii
Temminck's Tragopan,Tragopan temminckii
Temotu Whistler,Pachycephala vanikorensis
Tenerife Blue Chaffinch,Fringilla teydea
Tenggara Hill Myna,Gracula venerata
Tenggara Paradise Flycatcher,Terpsiphone floris
Tenggara Swiftlet,Collocalia sumbawae
Tennessee Warbler,Leiothlypis peregrina
Tepui Antpitta,Myrmothera simplex
Tepui Brushfinch,Atlapetes personatus
Tepui Elaenia,Elaenia olivina
Tepui Foliage-gleaner,Syndactyla roraimae
Tepui Goldenthroat,Polytmus milleri
Tepui Parrotlet,Nannopsittaca panychlora
Tepui Spinetail,Cranioleuca demissa
Tepui Swift,Streptoprocne phelpsi
Tepui Tinamou,Crypturellus ptaritepui
Tepui Toucanet,Aulacorhynchus whitelianus
Tepui Vireo,Vireo sclateri
Tepui Whitestart,Myioborus castaneocapilla
Tepui Wren,Troglodytes rufulus
Terek Sandpiper,Xenus cinereus
Terrestrial Brownbul,Phyllastrephus terrestris
Tessmann's Flycatcher,Fraseria tessmanni
Thamnornis,Thamnornis chloropetoides
Thekla's Lark,Galerida theklae
Thick-billed Berrypecker,Rhamphocharis crassirostris
Thick-billed Cuckoo,Pachycoccyx audeberti
Thick-billed Euphonia,Euphonia laniirostris
Thick-billed Flowerpecker,Dicaeum agile
Thick-billed Fox Sparrow,Passerella megarhyncha
Thick-billed Grasswren,Amytornis modestus
Thick-billed Green Pigeon,Treron curvirostra
Thick-billed Ground Dove,Pampusana salamonis
Thick-billed Ground Pigeon,Trugon terrestris
Thick-billed Heleia,Heleia crassirostris
Thick-billed Kingbird,Tyrannus crassirostris
Thick-billed Lark,Ramphocoris clotbey
Thick-billed Longspur,Rhynchophanes mccownii
Thick-billed Miner,Geositta crassirostris
Thick-billed Murre,Uria lomvia
Thick-billed Parrot,Rhynchopsitta pachyrhyncha
Thick-billed Raven,Corvus crassirostris
Thick-billed Saltator,Saltator maxillosus
Thick-billed Seed Finch,Sporophila funerea
Thick-billed Seedeater,Crithagra burtoni
Thick-billed Siskin,Spinus crassirostris
Thick-billed Spiderhunter,Arachnothera crassirostris
Thick-billed Vireo,Vireo crassirostris
Thick-billed Warbler,Arundinax aedon
Thick-billed Weaver,Amblyospiza albifrons
Thicket Antpitta,Myrmothera dives
Thicket Tinamou,Crypturellus cinnamomeus
Thorn-tailed Rayadito,Aphrastura spinicauda
Three-banded Courser,Rhinoptilus cinctus
Three-banded Plover,Charadrius tricollaris
Three-banded Rosefinch,Carpodacus trifasciatus
Three-banded Warbler,Basileuterus trifasciatus
Three-streaked Tchagra,Tchagra jamesi
Three-striped Flycatcher,Conopias trivirgatus
Three-striped Hemispingus,Microspingus trifasciatus
Three-striped Warbler,Basileuterus tristriatus
Three-toed Jacamar,Jacamaralcyon tridactyla
Three-toed Parrotbill,Paradoxornis paradoxus
Three-toed Swiftlet,Aerodramus papuensis
Three-wattled Bellbird,Procnias tricarunculatus
Thrush Nightingale,Luscinia luscinia
Thrush-like Antpitta,Myrmothera campanisona
Thrush-like Wren,Campylorhynchus turdinus
Thyolo Alethe,Chamaetylas choloensis
Tibetan Babax,Pterorhinus koslowi
Tibetan Blackbird,Turdus maximus
Tibetan Bunting,Emberiza koslowi
Tibetan Eared Pheasant,Crossoptilon harmani
Tibetan Lark,Melanocorypha maxima
Tibetan Partridge,Perdix hodgsoniae
Tibetan Rosefinch,Carpodacus roborowskii
Tibetan Sand Plover,Anarhynchus atrifrons
Tibetan Sandgrouse,Syrrhaptes tibetanus
Tibetan Serin,Spinus thibetanus
Tibetan Snowcock,Tetraogallus tibetanus
Tibetan Snowfinch,Montifringilla henrici
Tickell's Blue Flycatcher,Cyornis tickelliae
Tickell's Brown Hornbill,Anorrhinus tickelli
Tickell's Leaf Warbler,Phylloscopus affinis
Tickell's Thrush,Turdus unicolor
Ticking Doradito,Pseudocolopteryx citreola
Tiger Shrike,Lanius tigrinus
Timberline Wren,Thryorchilus browni
Timneh Parrot,Psittacus timneh
Timor Blue Flycatcher,Eumyias hyacinthinus
Timor Boobook,Ninox fusca
Timor Cuckoo-Dove,Macropygia magna
Timor Friarbird,Philemon inornatus
Timor Green Pigeon,Treron psittaceus
Timor Imperial Pigeon,Ducula cineracea
Timor Leaf Warbler,Phylloscopus presbytes
Timor Oriole,Oriolus melanotis
Timor Sparrow,Padda fuscata
Timor Stubtail,Urosphena subulata
Tinian Monarch,Monarcha takatsukasae
Tinkling Cisticola,Cisticola rufilatus
Tiny Cisticola,Cisticola nana
Tiny Hawk,Microspizias superciliosus
Tiny Sunbird,Cinnyris minullus
Tiny Tyrant-Manakin,Tyranneutes virescens
Tit Berrypecker,Oreocharis arfaki
Tit Hylia,Pholidornis rushiae
Tit-like Dacnis,Xenodacnis parina
Titicaca Grebe,Rollandia microptera
Toco Toucan,Ramphastos toco
Tocuyo Sparrow,Arremonops tocuyensis
Todd's Antwren,Herpsilochmus stictocephalus
Todd's Nightjar,Setopagis heterura
Todd's Sirystes,Sirystes subcanescens
Tody Motmot,Hylomanes momotula
Togian Boobook,Ninox burhani
Togian Golden Bulbul,Hypsipetes aureus
Togian White-eye,Zosterops somadikartai
Togo Paradise Whydah,Vidua togoensis
Tolima Blossomcrown,Anthocephala berlepschi
Tolima Dove,Leptotila conoveri
Tomtit,Petroica macrocephala
Tongan Ground Dove,Pampusana stairi
Tongan Megapode,Megapodius pritchardii
Tongan Whistler,Pachycephala jacquinoti
Tooth-billed Bowerbird,Scenopoeetes dentirostris
Tooth-billed Hummingbird,Androdon aequatorialis
Tooth-billed Pigeon,Didunculus strigirostris
Tooth-billed Tanager,Piranga lutea
Tooth-billed Wren,Odontorchilus cinereus
Topknot Pigeon,Lopholaimus antarcticus
Toro Olive Greenbul,Phyllastrephus hypochloris
Torotoroka Scops Owl,Otus madagascariensis
Torrent Duck,Merganetta armata
Torrent Flyrobin,Monachella muelleriana
Torrent Tyrannulet,Serpophaga cinerea
Torrent-lark,Grallina bruijnii
Torresian Crow,Corvus orru
Torresian Imperial Pigeon,Ducula spilorrhoa
Torresian Kingfisher,Todiramphus sordidus
Toucan Barbet,Semnornis ramphastinus
Tourmaline Sunangel,Heliangelus exortis
Townsend's Shearwater,Puffinus auricularis
Townsend's Solitaire,Myadestes townsendi
Townsend's Storm Petrel,Hydrobates socorroensis
Townsend's Warbler,Setophaga townsendi
Tractrac Chat,Emarginata tractrac
Transvolcanic Jay,Aphelocoma ultramarina
Tree Martin,Petrochelidon nigricans
Tree Pipit,Anthus trivialis
Tree Swallow,Tachycineta bicolor
Tres Marias Hummingbird,Cynanthus lawrencei
Tricolored Blackbird,Agelaius tricolor
